Risk_Categories,femaDeclarationString,disasterNumber,state,declarationType,declarationDate,declarationYear,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,disaster_count
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,13,99013,Atascosa (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,19
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,15,99015,Austin (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,24
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,17,99017,Bailey (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,16
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,19,99019,Bandera (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,16
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,21,99021,Bastrop (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,31
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,23,99023,Baylor (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,19
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,25,99025,Bee (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,23
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,27,99027,Bell (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,48
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,29,99029,Bexar (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,29
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,31,99031,Blanco (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,20
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,33,99033,Borden (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,15
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,35,99035,Bosque (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,24
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,37,99037,Bowie (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,27
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,39,99039,Brazoria (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,34
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,41,99041,Brazos (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,19
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,43,99043,Brewster (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,13
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,45,99045,Briscoe (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,16
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,47,99047,Brooks (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,43
High Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,49,99049,Brown (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,151
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,51,99051,Burleson (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,22
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,53,99053,Burnet (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,23
Moderate Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,55,99055,Caldwell (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,91
High Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,57,99057,Calhoun (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,251
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,59,99059,Callahan (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,24
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,61,99061,Cameron (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,44
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,63,99063,Camp (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,16
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,65,99065,Carson (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,15
High Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,67,99067,Cass (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,186
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,69,99069,Castro (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,14
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,71,99071,Chambers (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,46
High Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,73,99073,Cherokee (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,185
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,75,99075,Childress (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,14
Severe Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,77,99077,Clay (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,393
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,79,99079,Cochran (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,16
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,81,99081,Coke (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,16
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,83,99083,Coleman (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,18
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,85,99085,Collin (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,20
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,87,99087,Collingsworth (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,14
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,89,99089,Colorado (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,20
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,91,99091,Comal (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,26
Moderate Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,93,99093,Comanche (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,77
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,95,99095,Concho (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,14
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,97,99097,Cooke (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,22
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,99,99099,Coryell (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,23
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,101,99101,Cottle (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,19
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,103,99103,Crane (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,12
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,105,99105,Crockett (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,29
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,107,99107,Crosby (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,16
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,109,99109,Culberson (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,12
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,111,99111,Dallam (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,11
Moderate Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,113,99113,Dallas (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,119
Moderate Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,115,99115,Dawson (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,57
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,117,99117,Deaf Smith (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,15
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,119,99119,Delta (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,33
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,121,99121,Denton (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,24
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,123,99123,DeWitt (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,22
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,125,99125,Dickens (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,16
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,127,99127,Dimmit (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,17
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,129,99129,Donley (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,15
Moderate Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,131,99131,Duval (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,61
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,133,99133,Eastland (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,27
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,135,99135,Ector (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,15
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,137,99137,Edwards (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,48
Moderate Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,139,99139,Ellis (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,66
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,141,99141,El Paso (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,36
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,143,99143,Erath (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,18
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,145,99145,Falls (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,16
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,147,99147,Fannin (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,37
High Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,149,99149,Fayette (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,190
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,151,99151,Fisher (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,16
Moderate Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,153,99153,Floyd (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,132
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,155,99155,Foard (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,17
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,157,99157,Fort Bend (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,28
Severe Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,159,99159,Franklin (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,492
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,161,99161,Freestone (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,20
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,163,99163,Frio (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,17
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,165,99165,Gaines (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,14
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,167,99167,Galveston (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,31
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,169,99169,Garza (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,17
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,171,99171,Gillespie (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,17
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,173,99173,Glasscock (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,13
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,175,99175,Goliad (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,21
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,177,99177,Gonzales (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,22
Low Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,179,99179,Gray (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,28
Moderate Risk,EM-3554-TX,3554,TX,EM,2/14/2021,2021,2021,Severe Ice Storm,SEVERE WINTER STORM,0,0,1,0,2/11/2021 12:00:00 AM,2/21/2021 12:00:00 AM,5/14/2021 12:00:00 AM,0,48,181,99181,Grayson (County),21009,,2021021302,6,,8/27/2024 6:22:15 PM,65
